區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
太平區,22,113.85,7,無,575,0.012329347
西屯區,0,182.64,7,有,1430,0.81747297
北屯區,6,138.5,7,有,730,0.984745166
烏日區,0,224.49,8,有,1320,0.431494833
東區,0,159.95,7,有,978,0.595516393
北屯區,26,116.62,7,有,765,0.955982525
西區,42,84.04,7,無,358,0.960903434
清水區,0,104.08,5,無,478,0.689549115
南區,25,126.93,7,有,460,0.197485012
梧棲區,1,186.76,10,無,1070,0.970838619
龍井區,28,135.63,7,無,630,0.344876789
北屯區,5,235.91,8,有,1572,0.793686915
東區,0,151.85,7,有,1000,0.97370323
豐原區,0,158.02,6,有,938,0.684980227
太平區,0,168.59,10,無,1350,0.201840107
沙鹿區,0,142.13,7,有,635,0.717654968
大里區,28,90.71,6,無,375,0.155474997
西區,32,101.11,7,無,515,0.355892885
北屯區,0,162.13,7,有,1402,0.239238467
大里區,4,152.33,7,有,805,0.199612153
大肚區,25,115.52,8,無,290,0.978726123
梧棲區,0,276.16,9,無,1580,0.032376356
西屯區,0,128.83,5,有,1022,0.537718024
南屯區,25,36.94,3,無,196,0.811813419
西屯區,0,132.95,6,有,1035,0.078895323
北屯區,6,139.44,6,無,1008,0.755554995
清水區,0,176.96,9,無,835,0.694968802
烏日區,0,122.55,5,有,625,0.878259395
太平區,36,102.66,7,無,900,0.286228758
北屯區,1,404.01,15,有,3968,0.677956761
西屯區,40,67.98,7,無,448,0.6928355
西屯區,2,162.56,6,有,1300,0.567855381
南區,0,169.35,7,有,1060,0.502204364
西屯區,0,90.91,5,有,880,0.636431352
清水區,0,126.23,8,無,628,0.370133439
大里區,48,58.11,5,無,1120,0.235296197
西屯區,26,94.86,5,有,450,0.102154519
北屯區,27,75.4,4,無,380,0.735621131
豐原區,0,139,5,有,850,0.962441676
清水區,0,114.02,5,有,460,0.192990056
太平區,5,179.66,9,無,940,0.303035928
大里區,15,224.84,9,無,1688,0.752349982
北屯區,1,412.4,14,無,4500,0.30371985
潭子區,25,118.89,7,有,636,0.816466846
大里區,0,130.46,5,有,743,0.991418245
大里區,25,119.28,6,有,590,0.842516088
太平區,6,171.84,10,無,1290,0.205268732
北屯區,0,157.67,7,有,977,0.260536023
東區,0,148.38,8,無,1035,0.762009231
大里區,15,130.45,7,有,750,0.412176648
西屯區,0,661.8,12,有,12360,0.667120393
大雅區,29,166.35,8,無,1230,0.772178714
豐原區,37,105.9,9,無,229.7347,0.843948026
北區,42,180.25,8,無,1550,0.865257142
西屯區,0,93.91,4,有,640,0.688984772
南屯區,2,200.6,7,有,2030,0.756252195
太平區,38,82.08,4,無,283,0.217112538
大雅區,1,150,7,有,850,0.949456412
西屯區,0,132.36,5,有,1055,0.796839637
西屯區,45,67.5,8,無,1060,0.024938024
大里區,0,163.91,7,有,953,0.53453736
南區,24,134.57,7,有,733,0.248223848
北屯區,0,162.81,7,有,937,0.837755314
南屯區,0,59.78,3,無,562,0.462502111
北屯區,0,157.67,7,有,905,0.726503998
東區,1,202.33,12,無,2190,0.051749264
南屯區,3,73.9,5,有,385,0.766593078
北屯區,4,213.71,8,有,1370,0.51970827
烏日區,0,150.73,7,有,760,0.551738842
沙鹿區,15,188.3,9,無,990,0.796674495
后里區,25,183.78,6,無,500,0.098722881
北屯區,0,153.72,7,有,1087,0.751163793
大里區,0,173.38,7,有,972,0.465530652
西區,11,300.04,7,有,3300,0.606000615
后里區,3,185.66,7,有,1068,0.633424633
北區,1,294.74,9,有,2550,0.595315966
西屯區,0,195.56,8,有,1431,0.031109697
中區,38,41.42,3,無,132,0.863481679
北區,30,231.35,11,無,1430,0.671073488
西屯區,0,138.17,5,有,1089,0.904025356
西區,1,156.23,7,有,1272,0.056678942
西屯區,26,117.52,6,有,547,0.630378088
北區,1,134.85,4,有,1009,0.892481924
清水區,0,198.62,8,有,811,0.818601446
沙鹿區,22,112.26,8,有,515,0.381323957
西屯區,42,57.83,4,無,295,0.583085724
沙鹿區,0,161.01,7,有,820,0.583095819
南屯區,1,116.57,4,有,955,0.734768966
東區,0,179.79,7,有,1230,0.759165605
南屯區,7,179.1,7,有,1138,0.383543133
大里區,0,143.67,7,有,755,0.711031737
太平區,35,91.04,7,無,337,0.212308922
南屯區,0,94.66,6,無,605,0.517625167
南區,14,143.73,7,有,740,0.709170941
北區,1,111.43,3,有,745,0.453173219
南屯區,15,86.75,6,無,750,0.211524635
潭子區,3,281.13,12,無,1660,0.72906149
大里區,42,131.42,11,無,880,0.377712737
北屯區,0,130.55,5,有,907,0.03217581
中區,0,62.16,5,無,200,0.248809602
北區,5,247.53,7,有,1722.24,0.488308436
神岡區,40,132,9,無,700,0.832525113
北屯區,20,289.94,8,無,1820,0.955323176
潭子區,26,150.26,6,無,870,0.987246912
北屯區,0,279.67,8,有,2724,0.832874064
大里區,41,96.9,8,無,540,0.656799616
南屯區,0,201.37,7,有,1220,0.185736433
烏日區,7,117.08,5,有,650,0.041655009
外埔區,24,125.05,12,無,380,0.380482495
南屯區,0,209.52,7,有,1968,0.837365198
烏日區,0,124.79,6,有,654,0.343616816
西屯區,0,121.18,5,有,1010,0.079525456
南屯區,15,366.44,32,無,3080,0.772915252
東區,26,127.37,7,有,588,0.444924076
北區,11,86.95,5,有,598,0.21316113
南屯區,1,255.49,10,無,3250,0.450044796
西屯區,21,126.78,7,有,818,0.644096135
南區,24,71.43,4,無,265,0.075114379
太平區,24,209.75,11,無,800,0.893913411
北區,4,305.55,8,有,2600,0.847039111
大雅區,26,105.8,6,無,460,0.870415057
北區,35,345.23,11,無,3700,0.647612502
大里區,28,110.45,6,無,678,0.330718162
北區,17,215.84,6,有,850,0.746113429
西屯區,1,150.26,7,有,1377,0.97682601
太平區,28,103.51,7,無,485,0.254174855
南屯區,30,203.57,8,有,1260,0.052143589
豐原區,50,53.95,8,無,600,0.333564029
西屯區,5,350.96,10,有,4168,0.324110624
東勢區,3,255.97,10,無,1268,0.037001845
南屯區,0,136.11,6,有,768,0.262812426
大里區,0,161.61,9,無,1158,0.520969691
西屯區,35,113.32,7,無,550,0.322203414
東區,22,196.1,9,無,1625,0.935194573
豐原區,1,247.68,10,無,1755,0.246599489
南區,22,105.08,5,有,580,0.537626657
潭子區,28,91.11,7,無,545,0.05500355
南屯區,26,209.04,9,有,1200,0.056417288
西屯區,28,93.81,6,無,570,0.521872542
南區,4,151.26,7,有,1225,0.124603222
太平區,14,193.45,8,無,1086,0.289081202
清水區,0,188.85,9,無,838,0.454717973
大肚區,0,105.12,7,有,550,0.64157516
太平區,42,106.68,10,無,900,0.45829764
北屯區,0,123.43,4,有,829,0.621532621
西屯區,1,114.22,5,有,1050,0.44094713
豐原區,0,133.25,6,有,640,0.439785731
烏日區,41,73.32,6,無,343.6666,0.58948018
清水區,0,117.4,6,有,530,0.97961489
潭子區,39,99.52,7,無,360,0.316214054
西屯區,0,120.9,5,有,980,0.375883097
大里區,2,164.05,7,有,1000,0.462077973
大里區,26,183.45,10,無,950,0.74715953
北區,14,266.69,19,無,4900,0.42332102
太平區,1,208.84,8,有,1180,0.361302106
南屯區,12,130.43,5,有,1100,0.764358847
大里區,0,194.57,15,無,1820,0.292703164
大里區,0,83.35,4,有,610,0.273834621
烏日區,0,152.18,7,有,780,0.870425859
太平區,0,167.74,7,有,1030,0.935186746
西屯區,42,86.84,7,無,538,0.628028275
太平區,1,284.83,15,無,3050,0.784687687
大里區,0,126.25,4,有,905,0.805397657
大肚區,0,217.85,11,無,1220,0.212985848
沙鹿區,3,225.74,12,無,2000,0.195583869
南屯區,13,154.13,7,有,1380,0.361090317
北屯區,27,135.36,7,有,600,0.662689276
大肚區,26,100.67,7,無,305,0.767433353
南屯區,45,61.6,5,無,825,0.479453796
北屯區,7,178.86,7,有,1168,0.868321652
大里區,0,106.29,5,有,538,0.465887245
大里區,5,253.81,8,有,2230,0.742891914
豐原區,3,107.65,4,有,763,0.265709377
西區,1,89.61,5,有,988,0.530681328
西屯區,0,126.63,5,有,985,0.347061323
大里區,4,156.28,7,有,930,0.904990236
太平區,0,152.46,9,無,935,0.775860906
大甲區,0,77.24,6,有,345,0.851295028
南區,0,154.58,7,有,1005,0.503330355
潭子區,3,104.64,6,無,666,0.993887514
潭子區,25,179.49,8,無,1020,0.943837269
潭子區,0,166.63,7,有,1142,0.811709882
西屯區,28,303.36,8,有,1150,0.481871961
龍井區,13,218.6,11,無,1050,0.724315031
霧峰區,18,94.8,11,無,800,0.743942596
潭子區,29,86.66,6,無,422,0.741131946
大里區,20,110.18,7,無,500,0.393645564
南屯區,11,252.84,7,有,2333,0.22120529
南屯區,0,152.86,7,有,918,0.614298215
北屯區,32,82.36,6,無,420,0.802614322
大里區,0,90.97,4,有,599,0.065789476
大里區,0,207.23,11,無,1888,0.285755264
太平區,26,169.17,14,無,980,0.545940685
大里區,0,169.93,7,有,1013,0.143251726
沙鹿區,0,226.67,12,無,2190,0.860139445
北屯區,37,66.33,6,無,275.7,0.480176332
北區,25,94.6,7,有,490,0.353640011
北屯區,7,195.92,7,有,1170,0.991052115
北屯區,5,101.37,5,有,680,0.556542656
豐原區,0,115.59,7,無,600,0.616159016
南屯區,0,162.86,8,有,1861,0.833072439
東區,9,109.83,4,有,658,0.553706053
西區,26,153.46,6,有,1120,0.855862682
南屯區,7,307.89,9,有,2820,0.645944321
外埔區,10,223.24,10,無,850,0.462637182
北屯區,1,323.53,13,無,2580,0.904216902
大里區,0,151.4,7,有,795,0.806555593
南屯區,27,137.43,7,有,490,0.455921238
大肚區,0,167.18,10,無,828,0.512438545
西區,49,54,6,無,895,0.937068545
太平區,0,164.67,6,有,980,0.428643108
北屯區,0,184.64,7,有,1105,0.03419779
南區,22,115.84,7,有,670,0.368229563
西屯區,0,143.46,6,有,1270,0.463813869
西屯區,0,91.02,3,有,617,0.490859592
大里區,41,93,5,無,650,0.772994603
大里區,26,119.77,7,有,535,0.841433448
東區,0,156.47,7,有,960,0.916876018
北屯區,28,97.52,7,無,468,0.150686354
西屯區,24,131.33,7,無,550,0.706160373
霧峰區,1,192.82,11,無,1520,0.673820911
北屯區,1,154.06,7,有,1145,0.674744695
北區,41,82.51,6,無,366,0.213446533
大肚區,17,150.48,3,無,3400,0.258118448
南區,0,202.22,8,有,1222,0.947756741
北屯區,26,103.65,7,無,490,0.092454861
豐原區,26,25.95,3,無,125,0.131122087
太平區,0,273.74,9,無,1780,0.141050205
南屯區,5,292.71,7,有,3288,0.344688812
西屯區,4,246.38,7,有,2050,0.389996596
中區,5,147.16,5,有,880,0.375051499
清水區,3,63.96,4,無,350,0.441072498
沙鹿區,0,98.44,5,有,488,0.808612098
大里區,1,222.59,11,無,2100,0.34776996
清水區,0,183.62,7,有,740,0.15707821
豐原區,39,99.36,9,無,750,0.960405167
烏日區,2,189.71,7,有,1290,0.697371476
北屯區,26,130.63,7,有,666,0.507894222
北屯區,0,153.44,7,有,1038,0.850217002
東區,37,37.52,3,無,204,0.806751907
南屯區,0,351.52,9,有,3760,0.309983771
北區,20,158.88,7,有,1170,0.267330347
烏日區,5,159.8,7,有,858,0.777523185
西屯區,35,95.19,7,無,558,0.94297722
北屯區,28,37.64,3,無,168,0.107664181
東區,28,83.84,7,無,350,0.414140047
豐原區,43,85.68,10,無,471,0.2252369
北屯區,1,147.54,7,有,983,0.545924048
北區,18,267.01,12,無,2000,0.638763603
北屯區,39,114.48,9,無,1660,0.317623548
西屯區,9,232.15,7,有,1719,0.635807024
清水區,0,138.21,5,有,531,0.708124441
南屯區,29,36.36,3,無,213,0.55447631
南區,0,193.18,7,有,1162,0.019321144
北屯區,0,412.83,12,無,8800,0.242031361
北區,25,54.56,3,無,250,0.478874832
南屯區,25,265.81,12,無,2600,0.037786889
清水區,0,141.02,10,無,768,0.703526323
北屯區,5,178.13,7,有,1100,0.68397715
太平區,16,154.55,9,無,34.7965,0.306234775
西屯區,30,27.42,3,無,125,0.634195318
北屯區,27,126.72,7,有,672,0.968899213
東區,28,152.7,7,有,630,0.053338553
清水區,0,111.14,4,有,448,0.591782942
大里區,1,161.42,7,有,1005,0.684726017
南區,1,153.22,7,有,950,0.599634214
南屯區,16,114.14,4,有,980,0.435720516
大甲區,0,211,11,無,873,0.385809776
大里區,1,121.69,4,有,740,0.422876168
潭子區,0,118.21,5,有,760,0.746582321
烏日區,23,117.91,7,無,446,0.955562318
太平區,0,158.81,10,無,1385,0.466990266
東區,25,30.23,3,無,130.0888,0.868155208
中區,53,142.59,6,無,750,0.858053918
潭子區,0,127.1,5,有,790,0.043566987
中區,0,35.35,3,無,249,0.536129638
沙鹿區,9,210.12,11,無,1166,0.46527028
北屯區,40,111.23,7,無,330,0.086044888
沙鹿區,0,196.66,10,無,1225,0.446940787
西屯區,5,198.78,7,有,1542,0.364638074
太平區,0,167.67,7,有,1060,0.77633079
北區,7,243.85,12,無,2580,0.173865725
大里區,9,166.43,11,無,1210,0.051973162
西屯區,27,134.51,9,無,530,0.411879383
北區,1,296.51,9,有,2258,0.624263832
北屯區,0,87.28,5,有,465,0.679627393
南屯區,2,348.95,8,有,3846,0.16061416
西屯區,1,204.73,8,有,1688,0.967389027
南區,25,117.31,7,有,612,0.934870539
西屯區,0,149.55,7,有,1300,0.806719899
北屯區,0,174.91,7,有,1242,0.717301558
中區,29,169.18,15,無,700,0.800602518
南屯區,3,324.85,8,有,3250,0.193250767
龍井區,0,141.07,9,有,805,0.603021642
梧棲區,42,325.04,10,無,800,0.954320555
南屯區,1,200.21,7,有,2045,0.046393596
大肚區,47,148.74,6,無,440,0.309043783
北區,1,127.92,5,有,1050,0.341231293
南區,0,169.35,7,有,1100,0.290376551
西屯區,0,120.88,5,有,917,0.538007805
太平區,0,196.6,10,無,1300,0.613780314
北區,26,73.86,7,無,410,0.719877849
南區,38,138.42,15,無,1350,0.212715654
南屯區,28,39.29,3,無,210,0.700881243
大里區,0,119.8,5,有,700,0.429478962
北屯區,0,277.54,7,有,1722,0.596374826
中區,27,1016.64,64,無,3600,0.62608936
豐原區,15,186.36,10,無,1380,0.170809392
南區,23,143.47,7,有,730,0.371712281
大甲區,13,315.01,11,無,1800,0.936100191
潭子區,26,224.01,15,無,1075,0.280323725
大里區,0,125.01,5,有,686,0.208031028
西屯區,10,140.94,6,有,928,0.170420667
龍井區,39,90.3,9,無,600,0.671029629
大雅區,39,63.16,6,無,330,0.983703679
南屯區,5,352.85,9,有,2670,0.276697752
太平區,41,64.81,7,無,1200,0.814433682
大甲區,1,109.34,7,無,450,0.407496102
太平區,1,174.11,6,有,1018,0.794660899
西區,13,181.05,8,有,1506,0.135403621
潭子區,5,238.27,13,無,2000,0.686443695
太平區,0,241.37,8,有,1470,0.231266024
西屯區,0,119.03,5,有,967,0.865935315
北屯區,0,142.73,6,有,680,0.657290622
西屯區,28,83.61,6,無,425,0.362746079
烏日區,0,120,5,有,593,0.29687535
北屯區,25,27.85,3,無,128,0.347667823
西屯區,0,102.84,5,有,1045,0.061109233
沙鹿區,2,172.24,12,無,1730,0.315558908
東區,0,194.08,7,有,1268,0.421090549
南屯區,0,246.53,8,有,2339,0.985017772
北屯區,0,141.91,7,有,881,0.327808897
北屯區,0,164.78,7,有,1498,0.21212201
沙鹿區,8,177.74,10,無,1158,0.920223349
南屯區,26,156.22,7,有,956,0.380661608
北屯區,0,130.55,4,有,841,0.260974923
太平區,32,112.54,8,無,855,0.286507222
大里區,22,121.94,7,有,500,0.67928652
烏日區,0,198.24,8,有,972,0.99880195
南屯區,0,139.08,7,有,776,0.96345515
大里區,1,331.07,14,無,2300,0.375498392
東區,0,132.34,4,有,682,0.861122496
南屯區,6,320.31,8,有,3568,0.10530922
烏日區,18,108.15,5,有,550,0.214965145
南屯區,11,271.08,8,有,2250,0.260612391
西屯區,0,123.11,5,有,1220,0.307703133
清水區,0,95.73,3,有,420,0.742783779
西屯區,26,165.03,7,有,865,0.292561484
南屯區,9,538.07,8,有,6860,0.001978744
南區,0,161,7,有,1016,0.684648059
外埔區,19,236.76,10,無,765,0.350635474
西屯區,26,126.43,7,有,625,0.50829618
太平區,0,164.67,6,有,1060,0.304109602
西屯區,25,116.56,7,有,723,0.775656799
西屯區,10,389.46,8,有,4450,0.256130627
西屯區,10,155.43,5,有,1128,0.134711078
北屯區,27,121.41,7,無,630,0.754232437
后里區,0,183.18,9,無,1050,0.086064238
中區,0,171.96,9,無,2073.3,0.466205025
北區,0,130.57,6,有,963,0.558351007
北屯區,5,153.79,7,有,980,0.400775349
太平區,7,164.74,7,有,906,0.241202944
北區,73,62.61,6,無,700,0.465677926
清水區,0,201.25,8,有,845,0.43092689
豐原區,5,203.62,9,無,1680,0.677856461
潭子區,0,121.78,5,有,739,0.681034441
西屯區,36,147.45,7,無,1600,0.85101082
沙鹿區,0,238.38,12,無,1358,0.284064649
清水區,0,123.14,5,有,468,0.953293722
西區,41,82.48,6,無,450,0.816107485
北屯區,5,100.94,4,有,850,0.158091936
北屯區,8,165.62,7,有,975,0.519065951
龍井區,1,164.56,7,有,850,0.865429277
潭子區,25,107.44,7,無,455,0.640516592
南區,21,105.08,5,有,430,0.768391624
東區,16,197.2,10,無,1260,0.893497398
西屯區,10,97.6,6,無,740,0.93760367
清水區,0,202.77,8,有,843,0.651859213
南屯區,25,144.32,7,有,790,0.835431988
北區,27,30.47,3,無,212,0.77363231
后里區,44,71.61,8,無,470,0.20171679
沙鹿區,15,180.73,10,無,860,0.5082908
大甲區,0,104.33,5,有,511,0.33304
清水區,0,108.36,5,有,441,0.85076118
清水區,0,106.36,5,有,439,0.637588576
西區,31,32.41,3,無,175,0.307348588
北區,31,101.04,5,無,450,0.543922112
北屯區,34,137.06,11,無,1600,0.711005117
大雅區,41,103.38,8,無,530,0.297768318
豐原區,0,105.79,5,有,515,0.447669815
南屯區,0,109.37,5,有,1008,0.473728555
北屯區,0,166.33,7,有,1238,0.089255136
太平區,0,170.46,10,無,1235,0.57150586
北屯區,1,392.26,11,無,1008,0.687227457
北區,21,214.84,9,有,1350,0.732873805
南區,29,125.4,7,無,530,0.410409393
大肚區,0,84.4,5,無,428,0.63008271
南區,20,170.25,7,有,1133,0.738670967
南屯區,0,77.95,5,無,493,0.636464346
烏日區,7,153.8,7,有,855,0.213639297
梧棲區,7,296.07,11,無,1351,0.453706023
北屯區,2,37.3,5,有,188,0.044944041
西屯區,7,166.45,7,有,1160,0.743228245
南屯區,0,165.18,8,有,1760,0.388015155
烏日區,0,165.11,8,有,830,0.611768012
西屯區,0,171.53,7,有,1130,0.041669967
北屯區,27,96.72,6,無,510,0.962939197
沙鹿區,1,227.59,14,無,1830,0.739466362
南區,34,127.11,10,無,498,0.421526326
南屯區,0,318.52,14,有,2980,0.114411444
西屯區,0,131.29,5,有,1010,0.159886712
清水區,35,139.04,13,無,398,0.989372554
北區,10,95,5,有,888,0.977347789
太平區,33,147.24,12,無,1680,0.89801931
大里區,0,113.56,6,有,498,0.907451784
北區,29,257.92,31,無,1150,0.677395354
西屯區,27,126.21,7,有,698,0.762730634
潭子區,30,314.63,11,無,1550,0.870075523
南屯區,0,66.38,4,無,410,0.978340334
太平區,0,153.09,7,有,814,0.428414883
北屯區,26,80.16,5,無,415,0.81787891
北區,13,123.4,7,無,896,0.355899053
南區,24,146.23,8,有,716,0.187648449
大里區,38,85.03,6,無,320,0.267751221
潭子區,24,130.29,7,無,728,0.222984511
北區,49,88.4,5,無,960,0.186099234
西屯區,0,175.35,7,有,1307,0.274515825
南區,0,161.1,7,有,1068,0.835449755
豐原區,44,104.06,7,無,460,0.365233304
南屯區,0,80.49,5,有,853,0.555854045
大里區,0,84.41,4,有,600,0.792867313
東區,0,153.74,6,有,868,0.3536261
南區,25,120,7,無,500,0.971465836
大肚區,0,98.12,3,有,485,0.042869419
北區,4,162.44,7,有,1168,0.72665581
北屯區,2,110.63,5,有,700,0.150347565
北區,1,267.13,9,有,2118,0.290968546
北區,13,221.08,13,有,1258,0.181921176
太平區,2,218.2,8,有,1330,0.737051912
龍井區,25,171.29,10,無,850,0.198538244
大里區,2,392.58,13,無,3980,0.474466182
西屯區,30,264.69,10,無,1678,0.372765779
后里區,44,150.16,10,無,610,0.033737858
北屯區,0,147.97,6,有,938,0.689247317
清水區,0,165.68,7,有,592,0.581431614
清水區,0,117.4,6,有,542,0.408861744
北區,14,139.17,7,有,1238,0.982480125
大里區,1,154.5,7,有,970,0.626062169
太平區,0,165.25,6,有,1115,0.976368548
西屯區,31,166.39,9,無,1300,0.624074937
太平區,2,162.37,7,有,920,0.06759927
清水區,0,198.62,8,有,785,0.254315177
南區,15,156.4,10,無,1430,0.772121498
南區,41,74.63,6,無,438,0.910983021
大里區,25,85.03,6,有,450,0.453372565
太平區,41,69.5,11,無,794,0.122261138
南屯區,0,335.46,14,有,3888,0.075732835
北區,28,139.75,7,有,750,0.467521137
北屯區,42,105.66,7,無,1100,0.287740785
南區,9,181.97,7,有,1295,0.9531216
大甲區,26,105.02,7,無,390,0.841182686
中區,42,34.04,3,無,80,0.179784811
北屯區,0,164.5,7,有,1100,0.555582703
西屯區,10,376.22,8,有,3700,0.517323432
梧棲區,8,146.55,10,無,750,0.965956688
西區,0,118.86,5,有,1030,0.065062105
豐原區,24,88.07,6,無,345,0.399475508
西屯區,11,361.06,8,有,3995,0.212498527
西屯區,0,133.41,6,有,1037,0.277492365
龍井區,0,147.59,10,無,658,0.588095725
北屯區,0,124.91,5,有,1025,0.950529026
北屯區,7,236.39,9,有,1688,0.412117109
北區,51,100.64,6,無,1210,0.168314418
北屯區,0,135.22,6,有,762,0.010095308
北屯區,39,200.06,9,無,1810,0.802284079
大里區,1,165.12,7,有,1000,0.245395277
南屯區,0,132.93,6,有,816,0.50780986
大甲區,1,201.78,13,無,1230,0.414721504
豐原區,47,97.86,6,無,680,0.817692379
清水區,0,138.15,5,有,552,0.58039306
南屯區,21,270.14,8,有,1850,0.076934681
大里區,1,165.05,7,有,900,0.805199837
西屯區,32,393.13,11,有,3000,0.484425384
大里區,28,136.15,7,有,527,0.435489534
南屯區,0,131.55,6,有,720,0.694963069
西區,25,211.56,9,有,1208,0.975296877
大里區,27,132.54,7,有,530,0.700202501
大里區,2,154.07,7,有,920,0.097221694
