區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
南屯區,0,201.27,8,有,1100,0.19460841
潭子區,0,127.1,5,有,811,0.582410156
南屯區,0,94.59,5,無,611,0.468997379
太平區,1,158.52,7,有,930,0.088637342
北區,0,157.6,7,有,998,0.058273189
梧棲區,28,166.95,9,無,950,0.776497207
豐原區,0,182.89,12,無,1330,0.413973136
烏日區,0,126.93,5,有,660,0.30133173
豐原區,0,204.04,12,無,1338,0.379077701
西屯區,0,128.34,5,有,1072,0.281910712
大肚區,0,158.3,10,無,863,0.082148152
大里區,0,117.14,5,有,568,0.6080471
西屯區,26,153.22,7,有,800,0.860771128
北區,24,32.63,3,無,190,0.190620607
北屯區,36,118.82,8,無,1688,0.32726734
西屯區,5,136.74,5,有,900,0.731321474
西屯區,11,99.36,3,有,708,0.689414437
南區,27,203.46,9,有,1000,0.526716887
大甲區,42,38.27,9,無,430,0.858123548
太平區,12,173.61,9,無,1380,0.572344702
太平區,27,102.11,7,有,450,0.378888866
北屯區,0,160.66,7,有,1395,0.169490198
大里區,26,58.89,6,無,169,0.429311574
大里區,0,101.39,4,有,628,0.859035984
大里區,37,77.71,10,無,400,0.424305952
西屯區,12,60.5,6,無,450,0.783359893
南屯區,7,301.24,9,有,2980,0.518215972
北屯區,25,113.45,3,有,588,0.545218634
北區,13,65.6,3,無,458.8,0.088440349
東區,2,149.1,7,有,750,0.673179849
太平區,0,141.07,7,有,810,0.153531792
南區,0,178.94,7,有,1170,0.17547005
西屯區,2,646.85,90,無,5275,0.027935339
西屯區,9,111.34,5,有,800,0.19853377
沙鹿區,1,146.57,8,無,1200,0.77233623
潭子區,0,166.64,7,有,1060,0.338626063
西屯區,25,95.29,6,有,662,0.855231903
北區,2,105.71,6,有,688,0.079872583
西屯區,0,101.32,4,有,759,0.112388984
南屯區,23,417,9,有,1950,0.573789677
豐原區,0,160.32,7,有,722,0.282697677
南屯區,28,82.13,7,無,430,0.543711403
大里區,0,137.69,5,有,730,0.631183115
潭子區,0,191.45,9,無,1560,0.201809422
北區,4,246.36,8,有,1370,0.874764644
北區,25,65.79,4,無,390,0.823591586
南屯區,0,108.61,4,有,623,0.853665585
南屯區,0,108.61,4,有,598,0.410567496
潭子區,4,98.11,5,有,615,0.03730937
西屯區,26,137.81,7,有,530,0.453383897
北屯區,0,162.95,6,有,1200,0.818711563
潭子區,16,151.33,8,無,1200,0.119680796
北區,26,79.45,4,無,420,0.50368553
大雅區,2,160.02,7,有,1153,0.935384626
北區,20,230.85,8,有,1130,0.658725055
大肚區,39,61.75,3,無,400,0.830645955
北屯區,26,120.55,7,無,680,0.568964188
大里區,0,153.99,7,有,899,0.043209854
北屯區,5,361.24,12,無,2928,0.321580715
西屯區,19,285.41,10,無,3520,0.946243037
北區,23,46.1,3,無,245,0.77241563
北區,20,91.53,3,無,580,0.224865605
大里區,3,191.59,7,有,1286,0.265582007
梧棲區,20,123.81,3,有,300,0.295361305
太平區,9,264.1,11,無,1000,0.817298718
烏日區,0,151.71,7,有,768,0.369566666
南屯區,26,142.5,7,有,610,0.230124089
南屯區,0,108.65,4,有,569,0.143665857
南區,44,137.25,7,無,550,0.554575561
大雅區,41,131,9,無,1240,0.608503164
北屯區,1,194.14,7,有,1640,0.816934277
北屯區,0,136.51,6,有,848,0.610253303
東勢區,49,96.84,8,無,200,0.667120348
北屯區,26,39.46,8,無,210,0.018875894
烏日區,7,117.08,5,有,615,0.296975495
龍井區,12,255.62,10,無,1500,0.316216212
南區,1,91.15,7,無,770,0.263784617
南屯區,0,66.38,4,無,485,0.892527415
清水區,0,110.41,4,有,480,0.464681774
北屯區,32,338.54,14,無,2020,0.961038177
西屯區,7,153.35,6,有,1150,0.379673424
西屯區,39,81.2,7,無,542,0.588267495
大里區,45,109.8,11,無,833,0.99535219
北屯區,29,113.87,7,無,500,0.793380438
大里區,20,124.24,7,有,578,0.868788386
北屯區,0,166.4,7,有,1160,0.076602306
豐原區,0,105.79,5,有,505,0.345259211
西屯區,13,108.83,5,有,725,0.653558263
南區,42,56.28,5,無,240,0.564034281
北屯區,16,177.47,10,無,1718,0.889402636
外埔區,2,170.01,10,無,938,0.386013645
大里區,0,83.16,3,有,578,0.088073578
北屯區,1,122.37,5,有,877,0.544676513
清水區,0,181.52,7,有,771,0.773303716
烏日區,0,213.53,8,有,1060,0.712456182
北屯區,24,59.84,4,無,280,0.346349599
南屯區,1,170.91,6,有,1600,0.168365523
北屯區,5,182.43,7,有,936,0.024234196
北屯區,21,150.69,7,有,808,0.47738163
大里區,5,147.23,6,有,730,0.495912026
北屯區,12,309.86,11,有,2020,0.786190704
南區,0,202.22,8,有,1426,0.104944247
東區,14,113.51,5,有,605,0.124188714
西屯區,10,84.72,3,有,573,0.475226981
北屯區,1,167.01,7,有,1260,0.571874151
東區,1,125.01,5,無,2050,0.030853679
大雅區,13,390.8,13,無,4800,0.253816303
東區,30,189.49,13,無,770,0.996419567
烏日區,0,149.62,7,有,758,0.57781713
南屯區,23,199.94,9,有,1400,0.544907096
南屯區,28,57.06,3,有,268,0.975995623
霧峰區,39,102.38,7,無,670,0.975597684
北區,39,100.37,7,無,425,0.872681494
南屯區,0,65.99,6,無,765,0.721051784
神岡區,24,116.88,7,無,470,0.818396808
南屯區,13,130.96,6,無,1328,0.410156232
南屯區,0,135,6,有,790,0.198071907
大雅區,0,202.86,12,無,1555,0.581096389
清水區,0,181.52,7,有,754,0.839412943
南屯區,0,66.38,4,無,485,0.395858587
北屯區,4,140.76,7,有,860,0.456330684
潭子區,45,221.88,9,無,3388,0.682382065
南區,5,163.37,7,有,1198,0.97728094
西區,25,203.76,8,有,1022,0.952992217
沙鹿區,0,85.96,5,無,572,0.837867934
南區,25,170.66,7,有,750,0.233576521
北區,37,97.09,7,無,440,0.105662088
大里區,23,180.25,9,無,721.5315,0.548243164
南屯區,3,162.29,4,有,1015,0.297706052
南屯區,13,77.91,7,無,597,0.230511556
東區,14,134.14,6,有,765,0.501259586
大里區,38,99.81,7,無,775,0.879784035
太平區,29,225.15,8,有,807,0.495003811
北屯區,0,172.39,7,有,954,0.736986354
西屯區,27,158.12,7,有,765,0.027794121
西屯區,1,218.17,8,有,1755,0.264490191
西屯區,27,119.04,7,有,700,0.890729259
龍井區,0,195.56,10,無,802,0.645553446
大甲區,0,150.26,9,無,900,0.758848531
大里區,0,173.38,7,有,1031,0.337862721
大里區,30,196.42,9,無,950,0.54652041
南屯區,2,150.34,6,有,1000,0.804188721
南屯區,0,88.53,5,有,930,0.590539026
清水區,0,202.65,8,有,842,0.18246766
龍井區,3,291.44,12,無,1700,0.627275627
豐原區,0,130.54,7,有,650,0.146053097
北屯區,20,81.53,6,無,458,0.9731273
北屯區,0,147.54,6,有,870,0.611109879
霧峰區,16,144.24,6,無,420,0.902676127
大里區,22,153.18,9,無,1200,0.40793375
西區,41,66.79,9,無,460,0.73698097
潭子區,7,245.71,10,無,1980,0.055116342
大肚區,0,103.98,7,有,548,0.455383229
太平區,41,104.27,6,無,1003,0.710606536
南屯區,26,123.29,7,有,675,0.885072872
北屯區,0,152.81,7,有,1051,0.449153716
霧峰區,38,109.68,5,無,300,0.132283761
南區,0,374.66,8,有,1396,0.513111072
西屯區,2,243.05,7,有,3080,0.745929105
大里區,0,153.19,7,有,806,0.034989542
北區,36,77.27,6,無,315,0.642235075
南屯區,9,258.98,7,有,2250,0.735132237
北區,21,190.8,8,有,1045,0.207552718
北區,26,34.71,3,無,220,0.857635349
北區,29,51.3,4,無,270,0.438325252
北屯區,25,284.31,11,有,1690,0.32607966
大里區,28,111.46,9,有,600,0.943718189
西屯區,11,96.78,5,有,720,0.111202146
北屯區,14,140.38,7,有,1250,0.541905544
東區,0,156.47,7,有,1000,0.874694527
南屯區,0,66.48,4,無,438,0.949862306
北屯區,14,291.9,12,無,2800,0.529104243
北屯區,0,147.69,6,有,895,0.649803246
北屯區,0,152.81,7,有,1061,0.862660565
北區,36,78.35,6,無,400,0.377866386
西屯區,12,212.34,6,有,1100,0.492761759
北屯區,3,282.14,9,有,2600,0.679435741
大雅區,26,107.31,7,無,470,0.769409402
西屯區,24,130.35,7,無,535,0.943702489
南區,12,110.16,6,有,700,0.766673616
西區,27,41.61,3,無,198,0.188898882
南屯區,0,91.97,5,有,1068,0.582681388
清水區,24,166.04,8,無,620,0.285528399
西屯區,20,133.09,7,有,830,0.021612378
大里區,1,130.46,5,有,789,0.011740547
大甲區,0,122.24,7,有,553,0.609967917
北區,39,24.26,3,無,135,0.257733622
龍井區,30,253.5,14,無,1200,0.108861509
西區,22,59.25,3,無,380,0.315892532
西區,13,89.53,5,無,720,0.863628817
清水區,0,197.69,10,無,858,0.247378998
西屯區,40,208.9,11,無,1700,0.874336072
太平區,0,158.52,7,有,953,0.225636247
南屯區,0,93.95,5,有,905,0.596437743
西屯區,12,329.78,8,有,2600,0.441411318
潭子區,22,71.71,5,無,378,0.158615897
南屯區,12,236.19,7,有,1930,0.769427257
南屯區,0,91.97,5,有,980,0.593178822
北屯區,0,155.8,7,有,875,0.946144558
南區,26,173.48,7,有,750,0.097139749
北區,31,203.88,4,無,630,0.030201916
太平區,0,178.89,9,無,1000,0.739814203
龍井區,39,90.3,5,無,355,0.924260486
南區,23,86.85,4,無,360,0.008167948
豐原區,39,250.23,7,無,1332,0.497215794
北屯區,1,222.88,8,有,1932,0.012528468
北屯區,39,108.87,11,無,1580,0.642824167
西屯區,0,121.05,5,有,1020,0.56690284
大雅區,0,159.63,7,有,1053,0.64646388
西區,31,77.53,5,無,375,0.195819676
東區,31,137.71,6,無,640,0.860324372
西屯區,2,109.98,4,有,850,0.273812439
太平區,27,121.27,7,有,470,0.331384402
西屯區,0,59.3,4,無,510,0.591172705
大甲區,39,179.44,11,無,1380,0.641836518
沙鹿區,5,182.24,7,有,700,0.44963501
潭子區,41,89.32,13,無,730,0.033302331
清水區,0,140.81,5,有,526,0.176029826
北屯區,37,70.76,5,無,273,0.182573747
沙鹿區,12,128.9,18,無,500,0.385565687
南區,0,164.52,7,有,1100,0.302395393
西屯區,28,209.82,8,有,990,0.620869472
北屯區,9,104.06,5,有,588,0.500022297
西屯區,28,96.64,6,無,580,0.865883404
大雅區,6,181.31,9,無,1530,0.211308892
北屯區,10,211.37,11,無,1680,0.310731617
北屯區,27,106.12,8,有,520,0.248458118
潭子區,7,258.83,11,無,2100,0.845685939
烏日區,0,213.53,8,有,1072,0.159820449
北屯區,27,68.47,3,無,330,0.701384726
大肚區,0,87.25,5,無,594,0.318859016
東區,0,132.34,4,有,708,0.388924147
潭子區,6,204.3,10,無,1490,0.243313501
西區,2,181.87,7,有,1930,0.247445777
西屯區,0,195.66,7,有,1400,0.056427086
龍井區,0,178.84,10,無,960,0.915244251
南屯區,0,72.87,4,無,529,0.1318335
北屯區,1,191.28,8,有,1666,0.769140318
大里區,9,128.73,5,有,670,0.352609334
北屯區,4,284.11,13,無,3760,0.495177971
大里區,3,134.74,7,有,669,0.796234095
西屯區,7,249.29,8,有,1700,0.585773254
北屯區,28,202.6,8,有,808,0.746899999
大甲區,0,71.7,7,無,345,0.225639244
西區,13,277.48,11,無,2835,0.680823004
清水區,0,212.25,7,有,860,0.440281409
北區,37,201.83,10,無,1580,0.550400794
梧棲區,2,304.88,14,無,1980,0.844338897
外埔區,40,121,7,無,400,0.009205848
西屯區,21,86.62,4,無,565,0.034144335
西屯區,0,175.35,7,有,1350,0.469794811
大里區,6,144.41,7,有,959,0.761514885
北區,1,296.29,9,有,2366,0.848266524
北區,15,71.54,3,無,488,0.17587391
北屯區,2,280.68,7,有,2950,0.3664081
烏日區,0,155.23,7,有,795,0.610628647
太平區,1,162.48,7,有,860,0.350806464
大雅區,26,91.63,6,有,440,0.911188028
太平區,0,265.46,12,無,2550,0.013723434
西屯區,24,139.19,7,無,660,0.356093673
北區,25,373.14,9,有,1570,0.300203741
大雅區,14,207.6,11,無,1140,0.273846635
大里區,21,191.4,10,無,1600,0.794709456
烏日區,0,198.24,8,有,1000,0.072145871
北屯區,0,403.16,12,無,3850,0.615402292
太平區,0,162.26,7,有,926,0.902878946
大里區,0,94.93,3,有,580,0.380372553
太平區,1,289.31,15,無,2400,0.029192838
南區,25,180.3,10,無,1350,0.775066312
大里區,34,107.59,7,無,1188,0.038152944
大雅區,0,148,10,無,1200,0.198175799
太平區,36,166.17,11,無,1500,0.542971958
大里區,1,155.97,7,有,945,0.175977969
太平區,41,125.44,7,無,950,0.685312325
北屯區,22,52.13,7,無,220,0.594291544
大里區,28,76.12,8,無,333,0.122105097
北屯區,0,170.53,7,有,1256,0.82820478
太平區,23,129.28,7,無,498,0.209339518
南屯區,28,28.05,3,無,172,0.486695891
南區,24,128,6,無,470,0.488426182
北區,26,39.63,3,無,167,0.572725754
西屯區,0,76.24,3,有,700,0.046577745
北屯區,26,100.4,7,無,532,0.24247856
南區,21,132.49,7,有,610,0.040643496
豐原區,23,100.9,5,有,445,0.504604275
西屯區,27,123.45,7,無,580,0.959331679
北屯區,24,201.75,10,無,1200,0.356022372
大里區,31,217.3,10,無,920,0.920333983
北區,2,208.96,7,有,1770,0.842204823
大里區,24,86.65,5,有,488,0.524665338
南屯區,0,139.08,7,有,810,0.773555576
北屯區,0,163.11,7,有,1410,0.004715665
西屯區,20,114.42,5,有,710,0.645486409
南區,0,167.02,7,有,1060,0.093491489
中區,26,71,3,無,280,0.490479863
西屯區,5,275.77,9,有,2180,0.680446855
東區,0,156.47,7,有,935,0.109874238
清水區,0,79.45,5,無,357,0.001087788
西屯區,28,226.08,7,有,1100,0.852161272
北屯區,40,114.13,7,無,930,0.87287739
北區,10,101.82,5,有,700,0.838323078
北屯區,20,97.3,5,有,592,0.565431024
梧棲區,25,159.72,9,無,960,0.986328121
豐原區,0,160.32,7,有,728,0.015642702
南區,9,204.01,8,有,1425,0.25891225
太平區,33,40.55,4,無,1188.1092,0.918061792
西屯區,0,127.2,6,有,965,0.513529594
西屯區,25,89.84,5,無,488,0.207992878
大里區,25,68.65,5,無,290,0.862764121
西區,44,110.58,7,無,350,0.068670188
西屯區,26,112.37,7,有,514,0.744295513
北屯區,3,130.8,6,有,716,0.414780453
南屯區,27,130.73,7,有,690,0.096091996
清水區,0,76.67,5,無,317,0.628761328
大里區,4,103.42,5,有,520,0.579965076
北屯區,5,200.41,7,有,1350,0.815018473
太平區,23,98.21,7,無,430,0.345248375
北區,39,314.49,13,無,1666,0.13592851
烏日區,0,151.71,7,有,750,0.457287299
沙鹿區,8,137.87,7,有,658,0.068714113
清水區,0,180.96,7,有,699,0.534886884
南屯區,2,142.62,7,有,1157,0.548028038
大里區,49,58.45,6,無,780,0.751002115
北屯區,0,221.66,7,有,2138,0.423578037
龍井區,43,117.6,7,無,560,0.613900184
西屯區,0,293.72,6,有,4433.4588,0.678691491
清水區,1,174.09,10,無,1155,0.280013904
南屯區,10,266.86,8,有,2100,0.474057233
大雅區,4,154.44,7,有,1068,0.095755442
梧棲區,0,191.69,11,無,1130,0.782980446
北屯區,0,159.18,7,有,1048,0.826035978
烏日區,7,153.05,7,有,750,0.8818114
清水區,0,231.54,12,無,1670,0.375993631
西屯區,0,152.95,7,有,1466,0.212527974
西屯區,27,34.1,3,無,225,0.573811346
西屯區,1,103.93,3,有,825,0.096204227
沙鹿區,0,110.02,5,有,654,0.698644752
豐原區,1,208.17,10,無,1450,0.085913858
北屯區,0,165.99,7,有,1213,0.878776505
北區,28,118.52,4,無,480,0.026542673
北屯區,25,102.76,7,無,400,0.507322181
太平區,0,162.01,6,有,935,0.112228464
烏日區,0,120,5,有,560,0.667585309
太平區,25,121.5,7,有,460,0.199238759
北屯區,9,156.85,7,有,808,0.975501419
西屯區,0,126.63,5,有,1002,0.20113483
潭子區,0,188.34,10,無,2050,0.653084274
南區,8,157.96,7,有,1085,0.266237853
西屯區,4,199.56,7,有,1880,0.830376346
西屯區,4,205.51,7,有,1820,0.19181332
外埔區,44,107.5,8,無,430,0.454221133
北屯區,0,156.23,7,有,960,0.634127152
北屯區,0,167.01,7,有,1080,0.119662298
北屯區,5,324.72,11,無,2468,0.723167285
北屯區,0,228.1,8,有,1622,0.878369276
西屯區,4,193.72,7,有,1888,0.750663051
北屯區,28,69.09,5,無,418,0.828240665
南屯區,0,309.73,14,有,3018,0.831504562
南區,12,148.25,8,有,1000,0.022657901
潭子區,4,109.57,5,有,662,0.041359802
大里區,0,126.19,5,有,686,0.107640051
大雅區,4,139.98,5,有,620,0.466700427
南屯區,0,207.57,7,有,1791,0.803717453
后里區,0,212.82,10,無,1020,0.700763805
西區,0,170.74,7,有,1238,0.281940443
北屯區,0,193.17,7,有,1840,0.449896211
南屯區,2,153.25,6,有,1060,0.287022431
北屯區,27,120.46,7,無,680,0.540827917
北屯區,0,122.64,5,有,1050,0.167386051
大里區,0,98.48,6,有,1080,0.252319005
潭子區,46,121.17,9,無,1100,0.987149791
清水區,1,86.89,5,無,498,0.069560055
北屯區,0,154.06,7,有,1085,0.683932561
北屯區,0,174.91,7,有,1320,0.459151672
南屯區,0,95.59,6,無,580,0.477367487
太平區,46,106.59,5,無,500,0.078373465
北屯區,5,142.93,7,有,830,0.311068437
西屯區,29,84.95,5,有,568,0.327686342
南屯區,0,123.91,4,有,1038,0.430981178
西區,37,84.62,7,無,470,0.944487496
西屯區,15,215.66,8,有,1060,0.512232969
西屯區,0,118.99,5,有,978,0.559772985
南屯區,10,137.66,7,有,845,0.513796265
南屯區,0,93.38,6,無,598,0.729616345
大里區,42,66.23,8,無,750,0.832443246
北屯區,1,268.8,11,無,1820,0.55062152
豐原區,38,102.91,8,無,588,0.662039582
梧棲區,1,242.36,14,無,1458,0.67838209
北屯區,1,166.46,5,有,1155,0.017022522
烏日區,0,224.49,8,有,1282,0.85183572
東區,20,133.34,7,無,675,0.166481253
北區,31,91.74,4,無,436,0.439310603
西屯區,5,405.27,12,無,5688,0.846649257
大里區,0,103.22,3,有,650,0.068725901
烏日區,28,166.83,9,無,1650,0.763311552
沙鹿區,0,105.31,5,有,460,0.455907376
南屯區,0,255.35,8,有,2538,0.26781543
大里區,0,139.65,6,有,685,0.139364653
神岡區,39,80.4,6,無,245,0.295023328
北屯區,4,164.26,7,有,1138,0.959675733
龍井區,25,171,7,無,415,0.859661129
太平區,26,131.79,7,無,480,0.19652317
大肚區,41,135,8,無,58.4455,0.426426648
北屯區,8,343.43,12,無,2650,0.536262444
大里區,14,112.13,7,有,612,0.290483404
西區,25,33.83,3,無,250,0.54461799
南屯區,0,137.62,6,有,765,0.451933138
北屯區,0,251.79,7,有,2360,0.468634578
北屯區,0,192.25,11,有,1778,0.135368195
南區,0,158.49,7,有,1050,0.181394212
清水區,0,205.36,10,無,880,0.307717954
外埔區,40,249.48,9,無,1050,0.32595918
大里區,0,110.01,6,有,553,0.855746957
東區,16,181.09,9,無,1185,0.856884784
清水區,0,135.77,5,有,559,0.597724767
南屯區,0,136.11,6,有,787,0.985729763
北區,40,101.29,12,無,420,0.241476866
清水區,0,127.31,5,有,470,0.686294151
大里區,0,126.27,5,有,675,0.441931726
西屯區,26,108.5,7,有,618,0.092559147
西區,24,50.06,3,無,160,0.53733924
南屯區,22,149.69,7,有,900,0.101409076
北屯區,38,88.63,7,無,320,0.472091366
南區,0,284.51,14,無,2950,0.840413603
清水區,0,214.51,9,無,1360,0.584349406
北屯區,26,126.88,7,有,576,0.064565786
梧棲區,1,195.29,11,無,1450,0.004962369
北屯區,16,139.26,6,有,880,0.081056238
太平區,5,136.17,7,有,830,0.120549667
神岡區,14,189.31,10,無,1200,0.705161771
清水區,1,242.53,9,無,1370,0.517257828
大甲區,37,269.33,10,無,1150,0.470726147
大肚區,37,73.16,6,無,232,0.820477755
南區,4,178,7,有,1202,0.534942399
太平區,20,188.43,10,有,950,0.163653982
南屯區,3,150.65,7,有,1032,0.682904639
北屯區,1,368.21,14,有,3710,0.43582098
豐原區,0,207.1,12,無,1330,0.47905216
烏日區,23,213.82,10,無,3316,0.82576903
大里區,46,87.03,6,無,625,0.48655133
沙鹿區,40,55.27,7,無,345,0.26509534
太平區,16,81.48,5,無,416,0.308519438
中區,51,111.98,4,無,620,0.412255576
大里區,0,86.24,5,無,501,0.465850305
太平區,0,163.45,9,無,1605,0.446757667
烏日區,4,163.1,7,有,1135,0.959338877
太平區,35,41.38,4,無,200,0.169098172
太平區,0,156.79,7,有,952,0.557886295
西屯區,30,112.84,5,無,760,0.458927818
大雅區,28,126.89,7,有,638,0.329251705
南區,5,200.34,7,有,1315,0.599979499
北屯區,15,247.7,12,無,2350,0.089329745
西屯區,15,215.66,8,有,1220,0.30086038
北屯區,2,173.72,7,有,1060,0.935398873
大雅區,0,149.89,9,無,1398,0.892322184
龍井區,25,140.29,7,無,450,0.82648399
豐原區,0,160.32,7,有,770,0.473291658
大里區,24,170.94,11,無,1175,0.469834265
太平區,0,156.79,7,有,980,0.02668874
南區,8,200.26,8,有,1299,0.068157208
北屯區,0,215.19,8,有,1963,0.110867947
北屯區,0,387.11,12,有,3900,0.156384825
北屯區,21,121.71,7,無,770,0.236351111
太平區,3,148.15,7,有,780,0.773966145
南屯區,29,39.1,3,無,173,0.311459557
北區,1,186.32,7,有,1323,0.640543491
潭子區,6,89.81,5,無,668,0.225981172
大里區,0,115.71,4,有,646,0.977194609
北區,26,137.34,8,有,581.7,0.574014959
太平區,47,44.14,8,無,468,0.071651875
南屯區,7,360.72,8,有,3350,0.588093231
霧峰區,47,136.29,4,無,1800,0.651528667
西區,25,104.67,6,有,500,0.897467513
北區,0,157.6,7,有,1050,0.111328788
東勢區,25,153.98,10,無,550,0.334297806
南區,0,119.25,5,有,680,0.924525272
太平區,27,31.64,3,無,123,0.715512933
東區,5,145.86,6,有,1105,0.894954577
西屯區,5,537.98,11,有,3700,0.225466322
西屯區,23,150.19,7,無,835,0.55530041
西區,24,141.22,7,無,300,0.78825859
北屯區,13,239.01,11,無,1940,0.27282946
豐原區,17,124.58,8,有,745,0.342789022
太平區,0,165.25,6,有,1030,0.950800497
后里區,0,151.72,10,無,870,0.733942351
烏日區,24,129.08,7,無,535,0.335993007
北區,21,87.3,5,有,620,0.235535511
北區,33,65.68,5,無,570,0.373876696
北區,1,296.29,9,有,2280,0.19200348
龍井區,40,82.13,6,無,375,0.490881132
后里區,44,10.48,7,無,40,0.557863767
大里區,27,120.76,7,無,475,0.507899881
西屯區,11,119.53,3,無,5748.2865,0.810174642
西屯區,0,132.95,6,有,1070,0.155043938
太平區,41,86.94,8,無,890,0.329959079
太平區,6,143.93,7,有,900,0.719997855
西屯區,0,162.03,7,有,1318,0.704014708
北屯區,24,128.93,7,無,657,0.62130443
豐原區,28,86.86,5,無,370,0.811127326
南屯區,17,220.76,9,有,2100,0.894727604
南區,26,99.16,6,無,480,0.524873768
北屯區,5,350.14,12,有,2980,0.274756174
南屯區,0,105.93,5,有,994,0.565318581
北屯區,0,113.57,5,有,780,0.063753755
西屯區,1,108.64,4,有,823,0.004535591
西屯區,18,132.03,7,有,1080,0.304877267
潭子區,26,117,7,有,635,0.95163853
龍井區,0,173.26,10,無,830,0.740633902
西區,0,41.87,7,無,300,0.961142331
大肚區,39,83.61,6,無,365,0.810826343
西屯區,13,109.1,7,無,853,0.561989929
北屯區,0,131.64,5,有,756,0.329020813
北屯區,8,162.28,7,有,990,0.273668034
北區,4,259.85,8,有,1980,0.152115777
太平區,30,163.09,8,有,658,0.21553777
北屯區,35,98.36,6,無,440,0.321410541
西屯區,10,223.99,8,有,1780,0.696070327
大里區,1,161.46,6,有,940,0.535861643
北屯區,0,152.22,7,有,900,0.072213315
大雅區,28,160.33,10,無,3100,0.60077586
大里區,0,147.59,7,有,863,0.037081783
大里區,7,146,5,有,910,0.944249585
太平區,46,110.88,11,無,1015,0.645859853
大肚區,0,201.51,10,無,902,0.484061462
太平區,24,111.43,7,無,480,0.615436358
西屯區,0,120.88,5,有,927,0.70562766
太平區,24,105.59,5,有,408,0.528122945
大里區,3,146.24,7,有,691,0.447081716
北屯區,50,47.48,5,無,540,0.453768936
北屯區,25,126.28,6,無,760,0.562199242
南區,13,90.63,4,無,510,0.486224848
大里區,15,115.45,7,有,624,0.104931793
大里區,0,197.94,13,無,1930,0.083564328
石岡區,36,125.45,8,無,468,0.052862397
西屯區,9,1097.04,11,有,8299,0.087160443
清水區,0,74.72,5,無,326,0.520062313
南屯區,0,123.46,4,有,998,0.065332684
南區,21,175.76,8,有,880,0.661033038
西屯區,39,103.14,8,無,625,0.961642229
北屯區,29,120.89,6,有,500,0.142217922
西區,40,46.25,4,無,160,0.0711992
南屯區,0,88.53,5,有,968,0.042408308
北屯區,0,124.31,4,有,859,0.921364906
清水區,14,209.56,8,有,666,0.93676964
南屯區,0,217.23,7,有,1927,0.848737999
北區,25,137.34,8,無,550,0.953918499
西屯區,3,157.86,6,有,1450,0.584970727
北屯區,26,49.56,3,無,281,0.755691085
大里區,0,147.59,7,有,895,0.426116593
烏日區,0,127.06,6,有,650,0.635220846
豐原區,9,234.72,11,無,516.15,0.840291289
北屯區,0,149.34,7,有,940,0.916886135
北屯區,0,149.43,7,有,882,0.972931776
烏日區,13,146.58,7,有,850,0.086383735
北區,27,90.04,6,無,460,0.30981211
西屯區,15,215.66,8,有,1196,0.619747932
太平區,45,195.37,8,無,1050,0.030723141
沙鹿區,0,109.46,5,有,670,0.154753382
大里區,45,86.16,9,無,388,0.294680784
大里區,0,82.68,4,有,584,0.04734493
烏日區,0,153.67,7,有,790,0.720326375
西區,37,75.25,5,無,160,0.852442806
西屯區,26,139.99,8,有,696,0.67737059
大里區,6,189.73,8,有,1000,0.577744284
太平區,0,157.37,7,有,830,0.136681408
大里區,25,102.83,6,有,470,0.900832748
南屯區,0,165.18,8,有,1775,0.420622169
西區,21,222.91,8,有,1390,0.862948618
東勢區,43,102.96,8,無,430,0.005174311
南區,23,124.39,7,有,600,0.708841953
西屯區,11,133.42,5,有,968,0.805407004
北屯區,25,139.13,7,有,720,0.094571142
太平區,3,184,7,有,1170,0.386632156
西屯區,11,110.26,5,有,820,0.066109722
西屯區,27,123.31,7,有,560,0.091364096
西屯區,5,413.72,13,無,3400,0.696662716
太平區,7,164.44,7,有,900,0.890042148
南區,0,167.32,7,有,1070,0.541150082
北屯區,0,170.47,7,有,1078,0.683082196
后里區,14,207.35,9,無,1270,0.736144889
南屯區,0,72.32,4,無,502,0.219377699
南屯區,0,177.82,7,有,1798,0.594652822
北屯區,0,149.86,7,有,988,0.502861051
烏日區,0,127.02,5,有,615,0.618061253
北區,39,109.26,5,無,660,0.892158007
沙鹿區,4,402.24,15,無,2800,0.50315848
南區,22,111.4,6,有,508,0.351742636
大里區,0,119.24,5,有,669,0.329736802
北屯區,0,165.83,7,有,1152,0.949445385
大里區,26,263.07,30,無,1575,0.149579966
中區,38,31.06,3,無,160,0.347764715
東勢區,24,160.14,8,無,850,0.983951917
南屯區,24,116.24,6,有,766,0.775102881
北屯區,5,173.16,7,有,980,0.042888884
南屯區,26,125.26,7,有,550,0.452873735
沙鹿區,23,147.57,9,無,610,0.444383168
太平區,45,113.28,7,無,660,0.652279731
潭子區,28,129.94,8,無,712,0.175207385
霧峰區,29,153.3,16,無,605,0.433182602
東區,0,175.09,6,有,1238,0.049058046
西區,30,118.82,8,無,1490,0.867331665
大里區,4,233.07,8,有,1198,0.689843892
北屯區,36,78.81,6,無,385,0.015464642
西屯區,13,516.9,10,有,8400,0.646563766
大里區,41,86.22,6,無,320,0.992061035
大雅區,0,152.19,9,無,1265,0.284861754
烏日區,6,158.35,7,有,818,0.534629021
北屯區,0,224.35,8,有,1497,0.664674307
南屯區,16,135.04,7,有,1135,0.314616098
龍井區,39,66.42,6,無,220,0.370000925
清水區,0,120.44,5,有,435,0.565512425
